"Player_Name","Role_Desc","Player_team","Opposit_Team","is_manofThematch","pscore","City_Name"
"Azhar Mahmood","Player","Kolkata Knight Riders","Rajasthan Royals","0","0","Rajasthan Royals"
"AD Russell","Player","Kolkata Knight Riders","Rajasthan Royals","0","0","Rajasthan Royals"
"SR Watson","Player","Rajasthan Royals","Kolkata Knight Riders","1","0","Rajasthan Royals"
"DS Kulkarni","Player","Rajasthan Royals","Kolkata Knight Riders","0","0","Rajasthan Royals"
"AM Rahane","Player","Rajasthan Royals","Kolkata Knight Riders","0","0","Rajasthan Royals"
"STR Binny","Player","Rajasthan Royals","Kolkata Knight Riders","0","0","Rajasthan Royals"
"SPD Smith","Captain","Rajasthan Royals","Kolkata Knight Riders","0","3","Rajasthan Royals"
"JP Faulkner","Player","Rajasthan Royals","Kolkata Knight Riders","0","0","Rajasthan Royals"
"KK Nair","Player","Rajasthan Royals","Kolkata Knight Riders","0","0","Rajasthan Royals"
"CH Morris","Player","Rajasthan Royals","Kolkata Knight Riders","0","0","Rajasthan Royals"
"SV Samson","Keeper","Rajasthan Royals","Kolkata Knight Riders","0","0","Rajasthan Royals"
"DJ Hooda","Player","Rajasthan Royals","Kolkata Knight Riders","0","0","Rajasthan Royals"
"V Kohli","Captain","Royal Challengers Bangalore","Delhi Daredevils","0","4","Royal Challengers Bangalore"
"KD Karthik","Keeper","Royal Challengers Bangalore","Delhi Daredevils","0","1","Royal Challengers Bangalore"
"AB Dinda","Player","Royal Challengers Bangalore","Delhi Daredevils","0","1","Royal Challengers Bangalore"
"AB de Villiers","Player","Royal Challengers Bangalore","Delhi Daredevils","0","1","Royal Challengers Bangalore"
"CH Gayle","Player","Royal Challengers Bangalore","Delhi Daredevils","0","1","Royal Challengers Bangalore"
"Mandeep Singh","Player","Royal Challengers Bangalore","Delhi Daredevils","0","1","Royal Challengers Bangalore"
"HV Patel","Player","Royal Challengers Bangalore","Delhi Daredevils","0","1","Royal Challengers Bangalore"
"MA Starc","Player","Royal Challengers Bangalore","Delhi Daredevils","0","1","Royal Challengers Bangalore"
"YS Chahal","Player","Royal Challengers Bangalore","Delhi Daredevils","0","1","Royal Challengers Bangalore"
